 R(m), J_tot (kA m^-2), J_ext, J_bs, J_di, J_ps
  0.153704E+01  0.130494E+03  0.210779E+02  0.347339E+03  0.493348E+01 -0.253057E+03
  0.158704E+01  0.287316E+03  0.828864E+02  0.626047E+03  0.101216E+02 -0.445717E+03
  0.163704E+01  0.390358E+03  0.171568E+03  0.681452E+03  0.122325E+02 -0.483075E+03
  0.168704E+01  0.474411E+03  0.274775E+03  0.644814E+03  0.126296E+02 -0.457804E+03
  0.173704E+01  0.559224E+03  0.380895E+03  0.591773E+03  0.125494E+02 -0.424024E+03
  0.178704E+01  0.641053E+03  0.480378E+03  0.552221E+03  0.126042E+02 -0.402356E+03
  0.183704E+01  0.712872E+03  0.566278E+03  0.530639E+03  0.129482E+02 -0.395089E+03
  0.188704E+01  0.769445E+03  0.634327E+03  0.523561E+03  0.135364E+02 -0.398967E+03
  0.193704E+01  0.810852E+03  0.682708E+03  0.525753E+03  0.142735E+02 -0.410361E+03
  0.198704E+01  0.833204E+03  0.711610E+03  0.534719E+03  0.150736E+02 -0.426308E+03
  0.203704E+01  0.838762E+03  0.722696E+03  0.547769E+03  0.158762E+02 -0.444835E+03
  0.208704E+01  0.831646E+03  0.718553E+03  0.563133E+03  0.166399E+02 -0.464756E+03
  0.213704E+01  0.812943E+03  0.702195E+03  0.579663E+03  0.173401E+02 -0.485084E+03
  0.218704E+01  0.783417E+03  0.676696E+03  0.596513E+03  0.179697E+02 -0.505352E+03
  0.223704E+01  0.748887E+03  0.644954E+03  0.613078E+03  0.185289E+02 -0.525136E+03
  0.228704E+01  0.711475E+03  0.609496E+03  0.629084E+03  0.190196E+02 -0.544254E+03
  0.233704E+01  0.672149E+03  0.572421E+03  0.644187E+03  0.194478E+02 -0.562501E+03
  0.238704E+01  0.630778E+03  0.535385E+03  0.657918E+03  0.198258E+02 -0.579869E+03
  0.243704E+01  0.591152E+03  0.499655E+03  0.670492E+03  0.201633E+02 -0.596215E+03
  0.248704E+01  0.554072E+03  0.466119E+03  0.681953E+03  0.204645E+02 -0.611568E+03
  0.253704E+01  0.519992E+03  0.435359E+03  0.692270E+03  0.207309E+02 -0.625892E+03
  0.258704E+01  0.489277E+03  0.407708E+03  0.701268E+03  0.209610E+02 -0.638924E+03
  0.263704E+01  0.459815E+03  0.383289E+03  0.708898E+03  0.211576E+02 -0.650880E+03
  0.268704E+01  0.433617E+03  0.362094E+03  0.715086E+03  0.213209E+02 -0.661456E+03
