          50
  0.000000E+00  0.166945E+21
  0.268857E-01  0.166303E+21
  0.426133E-01  0.165933E+21
  0.630781E-01  0.165458E+21
  0.861547E-01  0.164932E+21
  0.112948E+00  0.164332E+21
  0.141403E+00  0.163708E+21
  0.173442E+00  0.163021E+21
  0.206664E+00  0.162326E+21
  0.242808E+00  0.161588E+21
  0.280655E+00  0.160835E+21
  0.319763E+00  0.160078E+21
  0.361837E+00  0.159286E+21
  0.404951E+00  0.158498E+21
  0.449398E+00  0.157709E+21
  0.496162E+00  0.156903E+21
  0.543852E+00  0.156105E+21
  0.592523E+00  0.155315E+21
  0.643516E+00  0.154511E+21
  0.695428E+00  0.153717E+21
  0.748248E+00  0.152931E+21
  0.802930E+00  0.152140E+21
  0.859193E+00  0.151346E+21
  0.916437E+00  0.150557E+21
  0.974829E+00  0.149767E+21
  0.103517E+01  0.148964E+21
  0.109653E+01  0.148154E+21
  0.115891E+01  0.147332E+21
  0.122316E+01  0.146477E+21
  0.128899E+01  0.145582E+21
  0.135584E+01  0.144637E+21
  0.142367E+01  0.143622E+21
  0.149302E+01  0.142501E+21
  0.156386E+01  0.141234E+21
  0.163562E+01  0.139779E+21
  0.170805E+01  0.138076E+21
  0.178169E+01  0.136028E+21
  0.185595E+01  0.133541E+21
  0.193073E+01  0.130487E+21
  0.200568E+01  0.126724E+21
  0.208105E+01  0.122059E+21
  0.215629E+01  0.116326E+21
  0.223105E+01  0.109365E+21
  0.230517E+01  0.101017E+21
  0.237893E+01  0.910665E+20
  0.245139E+01  0.794096E+20
  0.252237E+01  0.656049E+20
  0.259179E+01  0.486223E+20
  0.265928E+01  0.271324E+20
  0.272872E+01  0.617567E+17
