  0.296715E-03  0.228536E+02 -0.166272E+07
  0.233189E-02  0.227708E+02 -0.165919E+07
  0.147923E-01  0.222637E+02 -0.163774E+07
  0.398182E-01  0.212668E+02 -0.159560E+07
  0.798266E-01  0.197900E+02 -0.153074E+07
  0.137327E+00  0.178251E+02 -0.144265E+07
  0.214838E+00  0.153540E+02 -0.133280E+07
  0.314918E+00  0.126871E+02 -0.120469E+07
  0.439484E+00  0.100072E+02 -0.106422E+07
  0.589591E+00  0.745221E+01 -0.918858E+06
  0.765427E+00  0.514411E+01 -0.776040E+06
  0.966391E+00  0.314365E+01 -0.641933E+06
  0.119129E+01  0.150437E+01 -0.520800E+06
  0.143853E+01  0.279917E+00 -0.415470E+06
  0.170622E+01 -0.444591E+00 -0.329217E+06
  0.199251E+01 -0.586047E+00 -0.271202E+06
  0.229635E+01 -0.158029E+00 -0.270842E+06
  0.262044E+01  0.238933E+00 -0.218770E+06
  0.262044E+01  0.238933E+00 -0.218770E+06
