          50
  0.000000E+00  0.240000E+05
  0.268857E-01  0.236139E+05
  0.426133E-01  0.233896E+05
  0.630781E-01  0.230994E+05
  0.861547E-01  0.227744E+05
  0.112948E+00  0.224001E+05
  0.141403E+00  0.220062E+05
  0.173442E+00  0.215671E+05
  0.206664E+00  0.211167E+05
  0.242808E+00  0.206326E+05
  0.280655E+00  0.201320E+05
  0.319763E+00  0.196218E+05
  0.361837E+00  0.190808E+05
  0.404951E+00  0.185349E+05
  0.449398E+00  0.179814E+05
  0.496162E+00  0.174090E+05
  0.543852E+00  0.168360E+05
  0.592523E+00  0.162623E+05
  0.643516E+00  0.156734E+05
  0.695428E+00  0.150867E+05
  0.748248E+00  0.145031E+05
  0.802930E+00  0.139132E+05
  0.859193E+00  0.133214E+05
  0.916437E+00  0.127354E+05
  0.974829E+00  0.121542E+05
  0.103517E+01  0.115716E+05
  0.109653E+01  0.109977E+05
  0.115891E+01  0.104338E+05
  0.122316E+01  0.987368E+04
  0.128899E+01  0.932163E+04
  0.135584E+01  0.878393E+04
  0.142367E+01  0.826203E+04
  0.149302E+01  0.775326E+04
  0.156386E+01  0.725972E+04
  0.163562E+01  0.678674E+04
  0.170805E+01  0.633685E+04
  0.178169E+01  0.590782E+04
  0.185595E+01  0.550352E+04
  0.193073E+01  0.512433E+04
  0.200568E+01  0.477051E+04
  0.208105E+01  0.443766E+04
  0.215629E+01  0.412217E+04
  0.223105E+01  0.381513E+04
  0.230517E+01  0.350064E+04
  0.237893E+01  0.315322E+04
  0.245139E+01  0.274643E+04
  0.252237E+01  0.225064E+04
  0.259179E+01  0.164996E+04
  0.265928E+01  0.962625E+03
  0.272872E+01  0.200000E+03
