          50
  0.000000E+00  0.264000E+05
  0.268857E-01  0.259753E+05
  0.426133E-01  0.257286E+05
  0.630781E-01  0.254093E+05
  0.861547E-01  0.250518E+05
  0.112948E+00  0.246401E+05
  0.141403E+00  0.242068E+05
  0.173442E+00  0.237238E+05
  0.206664E+00  0.232284E+05
  0.242808E+00  0.226958E+05
  0.280655E+00  0.221452E+05
  0.319763E+00  0.215839E+05
  0.361837E+00  0.209888E+05
  0.404951E+00  0.203884E+05
  0.449398E+00  0.197795E+05
  0.496162E+00  0.191499E+05
  0.543852E+00  0.185196E+05
  0.592523E+00  0.178885E+05
  0.643516E+00  0.172407E+05
  0.695428E+00  0.165953E+05
  0.748248E+00  0.159534E+05
  0.802930E+00  0.153045E+05
  0.859193E+00  0.146536E+05
  0.916437E+00  0.140089E+05
  0.974829E+00  0.133697E+05
  0.103517E+01  0.127287E+05
  0.109653E+01  0.120974E+05
  0.115891E+01  0.114772E+05
  0.122316E+01  0.108610E+05
  0.128899E+01  0.102538E+05
  0.135584E+01  0.966232E+04
  0.142367E+01  0.908823E+04
  0.149302E+01  0.852858E+04
  0.156386E+01  0.798568E+04
  0.163562E+01  0.746540E+04
  0.170805E+01  0.697051E+04
  0.178169E+01  0.649856E+04
  0.185595E+01  0.605381E+04
  0.193073E+01  0.563665E+04
  0.200568E+01  0.524737E+04
  0.208105E+01  0.488108E+04
  0.215629E+01  0.453379E+04
  0.223105E+01  0.419563E+04
  0.230517E+01  0.384899E+04
  0.237893E+01  0.346569E+04
  0.245139E+01  0.301644E+04
  0.252237E+01  0.246848E+04
  0.259179E+01  0.180423E+04
  0.265928E+01  0.104387E+04
  0.272872E+01  0.200000E+03
