          50
  0.000000E+00  0.130675E+21
  0.251154E-03  0.130614E+21
  0.905728E-03  0.130455E+21
  0.196611E-02  0.130199E+21
  0.342494E-02  0.129850E+21
  0.527864E-02  0.129410E+21
  0.751656E-02  0.128885E+21
  0.101192E-01  0.128282E+21
  0.130782E-01  0.127607E+21
  0.163865E-01  0.126866E+21
  0.200186E-01  0.126067E+21
  0.239696E-01  0.125215E+21
  0.282184E-01  0.124319E+21
  0.327664E-01  0.123382E+21
  0.375872E-01  0.122412E+21
  0.426777E-01  0.121414E+21
  0.480269E-01  0.120393E+21
  0.536186E-01  0.119354E+21
  0.594541E-01  0.118301E+21
  0.655201E-01  0.117237E+21
  0.718109E-01  0.116165E+21
  0.783345E-01  0.115086E+21
  0.850703E-01  0.114006E+21
  0.920440E-01  0.112920E+21
  0.992415E-01  0.111832E+21
  0.106660E+00  0.110743E+21
  0.114329E+00  0.109648E+21
  0.122231E+00  0.108547E+21
  0.130375E+00  0.107437E+21
  0.138780E+00  0.106310E+21
  0.147425E+00  0.105161E+21
  0.156321E+00  0.103976E+21
  0.165465E+00  0.102738E+21
  0.174846E+00  0.101421E+21
  0.184453E+00  0.999907E+20
  0.194266E+00  0.983961E+20
  0.204254E+00  0.965700E+20
  0.214382E+00  0.944211E+20
  0.224614E+00  0.918299E+20
  0.234918E+00  0.886454E+20
  0.245225E+00  0.846991E+20
  0.255486E+00  0.798045E+20
  0.265647E+00  0.737859E+20
  0.275633E+00  0.665255E+20
  0.285414E+00  0.579545E+20
  0.294930E+00  0.481085E+20
  0.304137E+00  0.370425E+20
  0.313000E+00  0.247241E+20
  0.321494E+00  0.111365E+20
  0.327899E+00  0.000000E+00
