          50
  0.000000E+00  0.240000E+05
  0.251154E-03  0.239699E+05
  0.905728E-03  0.238914E+05
  0.196611E-02  0.237647E+05
  0.342494E-02  0.235908E+05
  0.527864E-02  0.233709E+05
  0.751656E-02  0.231068E+05
  0.101192E-01  0.228017E+05
  0.130782E-01  0.224574E+05
  0.163865E-01  0.220757E+05
  0.200186E-01  0.216606E+05
  0.239696E-01  0.212138E+05
  0.282184E-01  0.207389E+05
  0.327664E-01  0.202370E+05
  0.375872E-01  0.197122E+05
  0.426777E-01  0.191661E+05
  0.480269E-01  0.186013E+05
  0.536186E-01  0.180209E+05
  0.594541E-01  0.174260E+05
  0.655201E-01  0.168194E+05
  0.718109E-01  0.162031E+05
  0.783345E-01  0.155779E+05
  0.850703E-01  0.149472E+05
  0.920440E-01  0.143102E+05
  0.992415E-01  0.136700E+05
  0.106660E+00  0.130286E+05
  0.114329E+00  0.123851E+05
  0.122231E+00  0.117433E+05
  0.130375E+00  0.111045E+05
  0.138780E+00  0.104694E+05
  0.147425E+00  0.984214E+04
  0.156321E+00  0.922433E+04
  0.165465E+00  0.861877E+04
  0.174846E+00  0.802877E+04
  0.184453E+00  0.745770E+04
  0.194266E+00  0.690910E+04
  0.204254E+00  0.638694E+04
  0.214382E+00  0.589454E+04
  0.224614E+00  0.543435E+04
  0.234918E+00  0.500729E+04
  0.245225E+00  0.461319E+04
  0.255486E+00  0.424725E+04
  0.265647E+00  0.389904E+04
  0.275633E+00  0.355052E+04
  0.285414E+00  0.317229E+04
  0.294930E+00  0.272785E+04
  0.304137E+00  0.218263E+04
  0.313000E+00  0.152513E+04
  0.321494E+00  0.787668E+03
  0.327899E+00  0.200000E+03
