 R(m), ne(m^-3), ni(m^_3), B_T (T) , B_P (T),  B(T), Sfac, T(keV), Pressure
   1.53704500000000       2.321689988889914E+019  1.041904414203780E+019
   5.20616023698625        1.21230914067651        5.34544646084352     
   8.06475812092193       0.846693625652404        4882.05513369359     
   1.58704500000000       5.324831487888889E+019  2.681666473125795E+019
   4.88260668517646        1.22669477077617        5.03434485338256     
   6.59417792690907        1.80953461253832        25070.0969985246     
   1.63704500000000       7.496925920223181E+019  4.234314338197135E+019
   4.58824674763770        1.22077568168776        4.74787336417139     
   5.86295332463961        2.58787476186299        52798.0384957140     
   1.68704500000000       9.164686544978952E+019  5.605114294220827E+019
   4.32002255836159        1.20342256614713        4.48450897841282     
   5.33823985126258        3.17284118818440        81805.9703101770     
   1.73704500000000       1.048415701162885E+020  6.748812162092091E+019
   4.07520943084066        1.17823024051494        4.24211720781929     
   4.94524596636344        3.63964204652455        109845.661655605     
   1.78704500000000       1.151211509207580E+020  7.663499243955605E+019
   3.85112883977543        1.14662286096578        4.01820075728421     
   4.63154196191782        4.06370640313837        136893.686489162     
   1.83704500000000       1.229408898024770E+020  8.375874686488024E+019
   3.64548122789975        1.10960216233676        3.81061023218485     
   4.38488990969717        4.49294735953244        163673.946853136     
   1.88704500000000       1.287938151101085E+020  8.925164086215007E+019
   3.45616857059076        1.06821267535992        3.61748248207769     
   4.18774197536073        4.95115992393572        190929.430465173     
   1.93704500000000       1.331572920383239E+020  9.351289999816099E+019
   3.28134811342728        1.02351017682318        3.43726905021317     
   4.02839479358027        5.44725308940042        219207.622232516     
   1.98704500000000       1.364389618242377E+020  9.688565054002930E+019
   3.11942736983233       0.976600652292304        3.26872696163457     
   3.89947688844226        5.98208817309260        248851.253702931     
   2.03704500000000       1.389584919383964E+020  9.963792907265691E+019
   2.96902352885557       0.928618568538614        3.11085730317748     
   3.79408889036895        6.55264837571756        280052.226822688     
   2.08704500000000       1.409520360509472E+020  1.019660420891400E+020
   2.82896754753083       0.880492603976807        2.96282375625693     
   3.70521325118159        7.15423230758573        312898.704777033     
   2.13704500000000       1.425871855194107E+020  1.040074739322540E+020
   2.69821754217659       0.832982600640548        2.82386931671410     
   3.62958599127015        7.78153741829456        347407.222456524     
   2.18704500000000       1.439800394077274E+020  1.058558194986044E+020
   2.57584615449369       0.786795050365920        2.69333062636214     
   3.56553875479827        8.42932186049883        383551.356920896     
   2.23704500000000       1.452099272888588E+020  1.075737121686470E+020
   2.46113900604534       0.742435096940241        2.57068377678907     
   3.50687837752960        9.09283478494456        421286.484552922     
   2.28704500000000       1.463303220443263E+020  1.092021323721451E+020
   2.35342435319227       0.700158136553678        2.45536710134773     
   3.45268408549753        9.76780548142762        460553.725510375     
   2.33704500000000       1.473770803374059E+020  1.107675043095557E+020
   2.25208955808064       0.660122243714173        2.34684229428867     
   3.40150575868231        10.4504751251010        501287.016710964     
   2.38704500000000       1.483742486789549E+020  1.122867117285963E+020
   2.15657040921668       0.622463467066429        2.24460613421183     
   3.35136048321476        11.1376279329847        543420.330341586     
   2.43704500000000       1.493381316692409E+020  1.137706667822600E+020
   2.06646513688118       0.587206831104302        2.14827605871334     
   3.30208932771491        11.8266725570886        586898.276987194     
   2.48704500000000       1.502796602557956E+020  1.152261133636273E+020
   1.98135709852819       0.554231993758261        2.05741319495946     
   3.25242825523529        12.5154078828462        631666.804029683     
   2.53704500000000       1.512061273729949E+020  1.166570359453855E+020
   1.90086789580492       0.523378938970551        1.97160449153977     
   3.20166125574414        13.2019372132244        677671.307577646     
   2.58704500000000       1.521223296937420E+020  1.180655682116877E+020
   1.82465792716236       0.494461486424708        1.89046785550926     
   3.15208819805965        13.8845906330109        724854.181130685     
   2.63704500000000       1.530312960416044E+020  1.194525458690796E+020
   1.75236768689545       0.467347114004190        1.81361678285225     
   3.10027689684150        14.5618430690079        773150.996745409     
   2.68704500000000       1.539350440591603E+020  1.208182835470818E+020
   1.68376730565375       0.441910022295622        1.74079200578180     
   3.04727444803803        15.2324564137956        822502.293856360     
   2.73704500000000       1.548346925075348E+020  1.221624852216800E+020
   1.61861010692881       0.417953210748956        1.67170079997213     
   2.99368994925187        15.8952749199528        872840.643060304     
   2.78704500000000       1.557305994294980E+020  1.234842896629966E+020
   1.55666671318127       0.395268696722808        1.60606618747034     
   2.93966006420755        16.5491338806531        924083.905375742     
   2.83704500000000       1.566224599244509E+020  1.247823195583453E+020
   1.49772213006345       0.373659445619720        1.54362980023795     
   2.88522073132323        17.1928048211208        976130.129489087     
   2.88704500000000       1.575093825541402E+020  1.260547411828992E+020
   1.44158736385691       0.352937831848894        1.48416280804436     
   2.82883572377261        17.8249700461274        1028854.07357844     
   2.93704500000000       1.583898856085460E+020  1.272992368274244E+020
   1.38809529359756       0.332916386206818        1.42745993439841     
   2.77749312792479        18.4441703940326        1082100.98391853     
   2.98704500000000       1.592618626867553E+020  1.285129574007263E+020
   1.33708702748855       0.313413454156831        1.37332796968702     
   2.72422521493953        19.0487542758713        1135679.70159052     
   3.03704500000000       1.601225573177250E+020  1.296925047487932E+020
   1.28840574843281       0.294297428858154        1.32159008365954     
   2.67043755920298        19.6368493008010        1189357.14123525     
   3.08704500000000       1.609687750230215E+020  1.308342410627223E+020
   1.24194011125009       0.275482100646801        1.27212641970390     
   2.61547453182557        20.2065026721506        1242868.58435506     
   3.13704500000000       1.617968542268074E+020  1.319342546907751E+020
   1.19760069868596       0.256828600020450        1.22482993239125     
   2.56360535565823        20.7556543931799        1295914.16538646     
   3.18704500000000       1.626023008663697E+020  1.329878910903274E+020
   1.15529595790356       0.238155848130572        1.17958762215746     
   2.50747954167251        21.2818957174028        1348133.78266277     
   3.23704500000000       1.633797759442998E+020  1.339897727158145E+020
   1.11494651591815       0.219293124979269        1.13630770833485     
   2.44478392944770        21.7824733236722        1399104.18381048     
   3.28704500000000       1.641230175124140E+020  1.349337259168411E+020
   1.07650084276936       0.199717470838887        1.09487037252883     
   2.37540152000367        22.2542486108123        1448332.32890640     
   3.33704500000000       1.648221393874290E+020  1.358094365757944E+020
   1.03993850554998       0.178368933099738        1.05512443418805     
   2.30650744052790        22.6920225621468        1495073.01555478     
   3.38704500000000       1.654617270696012E+020  1.366003144141519E+020
   1.00528216925453       0.154252288996511        1.01704769233392     
   2.24455352481336        23.0874640977329        1538192.59489518     
   3.43704500000000       1.660222271035842E+020  1.372854181645164E+020
  0.972561170031756       0.126538908630774       0.980758545642609     
   2.18906385359392        23.4300699808742        1576255.44027122     
   3.48704500000000       1.664791439747501E+020  1.378384500406272E+020
  0.941857256012739       9.437272413670229E-002  0.946573452915740     
   2.15608115632444        23.7066611103381        1607470.19524684     
   3.53704500000000       1.668035802892076E+020  1.382281796442159E+020
  0.913304500374979       5.675284010303094E-002  0.915066115242473     
   2.13295641907820        23.9015945138700        1629734.13548043     
   3.58704500000000       1.669610414436220E+020  1.384164512174124E+020
  0.887029835512130       1.238066229278513E-002  0.887116232456314     
   2.12181995614272        23.9957678090616        1640569.15603231     
   3.63704500000000       1.669116322787755E+020  1.383574358253399E+020
  0.863110764631237       4.008914133804676E-002  0.864041278687275     
   2.12530836126996        23.9662480572967        1637167.21076577     
   3.68704500000000       1.666123542247698E+020  1.379987647543771E+020
  0.841648219017929       0.101934504171762       0.847798541940711     
   2.14655704785993        23.7868451790557        1616601.59720040     
   3.73704500000000       1.660201993530724E+020  1.372829529691569E+020
  0.822691116901016       0.174316131716894       0.840955877323289     
   2.18921132427156        23.4288371090321        1576117.28223620     
   3.78704500000000       1.650969384355069E+020  1.361504327012213E+020
  0.806052270234787       0.257788943915968       0.846271470602645     
   2.27961162290602        22.8625134411427        1513557.84850128     
   3.83704500000000       1.638180025373498E+020  1.345479676176974E+020
  0.791478931878521       0.352187174349596       0.866299431711644     
   2.40489661314043        22.0614365398782        1428071.44513752     
   3.88704500000000       1.621779078217783E+020  1.324347255619555E+020
  0.778463944781787       0.457200242883778       0.902794647424433     
   2.53773666258917        21.0055887805041        1320543.67717241     
   3.93704500000000       1.601911561337326E+020  1.297857239999128E+020
  0.766427703292233       0.570897839765771       0.955686019476602     
   2.66589452769135        19.6833456935831        1193668.22758985     
   3.98704500000000       1.579028754513491E+020  1.266132303569592E+020
  0.754715023287100       0.689182080062714        1.02204046194601     
   2.80488414231059        18.1027475166220        1052541.09862200     
   4.03704500000000       1.553815686502547E+020  1.229714125098333E+020
  0.742769179958986       0.807594077251113        1.09723026220936     
   2.96086123932290        16.2952144689033        903992.951910637     
   4.08704500000000       1.526996363983887E+020  1.189478840313936E+020
  0.730107265571471       0.922071736861713        1.17612622926259     
   3.11921161698287        14.3149231763699        755366.449513141     
   4.13704500000000       1.498997285912588E+020  1.146385929756006E+020
  0.716504889097290        1.02941695205910        1.25422426913489     
   3.27288805645258        12.2360684850415        613346.600505752     
   4.18704500000000       1.469216314350135E+020  1.100819743386108E+020
  0.701869452004114        1.12743959347380        1.32805902150052     
   3.42386176871990        10.1479362823388        483102.346380125     
   4.23704500000000       1.434085467586727E+020  1.050847955746164E+020
  0.686355152375697        1.21477188881593        1.39526131496938     
   3.59224974846542        8.15024671035712        367904.470633123     
   4.28704500000000       1.381396730305541E+020  9.872349673795243E+019
  0.670288883686596        1.29096065959116        1.45460187412428     
   3.82812099384631        6.34742885439181        268852.772965392     
   4.33704500000000       1.274580663246696E+020  8.798050137173469E+019
  0.654225544671781        1.35787131854959        1.50725763592051     
   4.23317181463321        4.83065078754894        183885.996153326     
   4.38704500000000       1.021022281205922E+020  6.508419163878880E+019
  0.638871602456901        1.42529840125680        1.56193228311955     
   5.02347277352146        3.53916935151405        103551.415005744     
   4.43704500000000       4.018182520977124E+019  1.906079589900077E+019
  0.624703733600770        1.49491435935036        1.62019248750469     
