          50
  0.000000E+00  0.352000E+04
  0.592075E-02  0.352000E+04
  0.873182E-02  0.352000E+04
  0.120601E-01  0.352000E+04
  0.160041E-01  0.352000E+04
  0.203794E-01  0.352000E+04
  0.254561E-01  0.352000E+04
  0.308645E-01  0.352000E+04
  0.370778E-01  0.352000E+04
  0.437486E-01  0.352000E+04
  0.508896E-01  0.352000E+04
  0.588705E-01  0.352000E+04
  0.669665E-01  0.352000E+04
  0.762579E-01  0.352000E+04
  0.856802E-01  0.352000E+04
  0.959464E-01  0.352000E+04
  0.106753E+00  0.352000E+04
  0.118027E+00  0.352000E+04
  0.130157E+00  0.352000E+04
  0.142715E+00  0.352000E+04
  0.155889E+00  0.352000E+04
  0.169700E+00  0.352000E+04
  0.184124E+00  0.352000E+04
  0.198919E+00  0.351999E+04
  0.214631E+00  0.351999E+04
  0.230372E+00  0.351999E+04
  0.247149E+00  0.351998E+04
  0.264000E+00  0.351996E+04
  0.281472E+00  0.351993E+04
  0.299282E+00  0.351988E+04
  0.317582E+00  0.351979E+04
  0.335912E+00  0.351964E+04
  0.354836E+00  0.351936E+04
  0.373751E+00  0.351886E+04
  0.392862E+00  0.351797E+04
  0.412127E+00  0.351636E+04
  0.431435E+00  0.351346E+04
  0.450643E+00  0.350831E+04
  0.469866E+00  0.349909E+04
  0.488940E+00  0.348282E+04
  0.507758E+00  0.345450E+04
  0.526408E+00  0.340559E+04
  0.544703E+00  0.332330E+04
  0.562703E+00  0.318770E+04
  0.580192E+00  0.297448E+04
  0.597405E+00  0.264977E+04
  0.613976E+00  0.219521E+04
  0.630202E+00  0.159727E+04
  0.645689E+00  0.899921E+03
  0.659811E+00  0.200000E+03
