  0.110109E-02 -0.698652E+00  0.246066E+07
  0.586999E-02 -0.570079E+00  0.242041E+07
  0.147489E-01 -0.329811E+00  0.234730E+07
  0.281688E-01  0.262467E-01  0.224117E+07
  0.466080E-01  0.487849E+00  0.210354E+07
  0.705698E-01  0.106532E+01  0.193792E+07
  0.100595E+00  0.169583E+01  0.174977E+07
  0.137183E+00  0.232755E+01  0.154660E+07
  0.180740E+00  0.292637E+01  0.133742E+07
  0.231559E+00  0.343767E+01  0.113159E+07
  0.289781E+00  0.381732E+01  0.937660E+06
  0.355371E+00  0.402578E+01  0.762352E+06
  0.428095E+00  0.403256E+01  0.610147E+06
  0.507514E+00  0.382117E+01  0.483848E+06
  0.592990E+00  0.339679E+01  0.386676E+06
  0.683720E+00  0.277863E+01  0.327427E+06
  0.778830E+00  0.199104E+01  0.332040E+06
  0.877560E+00  0.107025E+01  0.428265E+06
  0.979497E+00  0.140463E+00  0.192643E+06
