          50
  0.000000E+00  0.240000E+05
  0.592075E-02  0.236483E+05
  0.873182E-02  0.234822E+05
  0.120601E-01  0.232864E+05
  0.160041E-01  0.230555E+05
  0.203794E-01  0.228007E+05
  0.254561E-01  0.225069E+05
  0.308645E-01  0.221962E+05
  0.370778E-01  0.218421E+05
  0.437486E-01  0.214652E+05
  0.508896E-01  0.210656E+05
  0.588705E-01  0.206238E+05
  0.669665E-01  0.201808E+05
  0.762579E-01  0.196787E+05
  0.856802E-01  0.191766E+05
  0.959464E-01  0.186375E+05
  0.106753E+00  0.180792E+05
  0.118027E+00  0.175068E+05
  0.130157E+00  0.169024E+05
  0.142715E+00  0.162892E+05
  0.155889E+00  0.156599E+05
  0.169700E+00  0.150154E+05
  0.184124E+00  0.143591E+05
  0.198919E+00  0.137040E+05
  0.214631E+00  0.130283E+05
  0.230372E+00  0.123722E+05
  0.247149E+00  0.116961E+05
  0.264000E+00  0.110413E+05
  0.281472E+00  0.103881E+05
  0.299282E+00  0.974971E+04
  0.317582E+00  0.912267E+04
  0.335912E+00  0.852426E+04
  0.354836E+00  0.793784E+04
  0.373751E+00  0.738380E+04
  0.392862E+00  0.685677E+04
  0.412127E+00  0.635892E+04
  0.431435E+00  0.589342E+04
  0.450643E+00  0.546306E+04
  0.469866E+00  0.506382E+04
  0.488940E+00  0.469634E+04
  0.507758E+00  0.435740E+04
  0.526408E+00  0.403700E+04
  0.544703E+00  0.372532E+04
  0.562703E+00  0.340219E+04
  0.580192E+00  0.304622E+04
  0.597405E+00  0.262287E+04
  0.613976E+00  0.211622E+04
  0.630202E+00  0.151006E+04
  0.645689E+00  0.843299E+03
  0.659811E+00  0.200000E+03
