 R(m), J_tot (kA m^-2), J_ext, J_bs, J_di, J_ps
  0.314331E+00  0.192676E+03  0.133294E+03  0.219130E+03  0.142687E+02 -0.219721E+03
  0.324331E+00  0.534544E+03  0.421612E+03  0.477213E+03  0.310676E+02 -0.426328E+03
  0.334331E+00  0.958973E+03  0.827662E+03  0.647421E+03  0.457964E+02 -0.565317E+03
  0.344331E+00  0.150003E+04  0.133280E+04  0.720075E+03  0.564101E+02 -0.632426E+03
  0.354331E+00  0.209563E+04  0.191411E+04  0.737157E+03  0.624784E+02 -0.642521E+03
  0.364331E+00  0.272541E+04  0.254686E+04  0.717571E+03  0.647388E+02 -0.616601E+03
  0.374331E+00  0.337505E+04  0.320618E+04  0.675850E+03  0.644865E+02 -0.574130E+03
  0.384331E+00  0.402951E+04  0.386868E+04  0.625737E+03  0.630008E+02 -0.529049E+03
  0.394331E+00  0.466207E+04  0.451353E+04  0.580296E+03  0.612387E+02 -0.489532E+03
  0.404331E+00  0.525519E+04  0.512105E+04  0.542569E+03  0.598143E+02 -0.459127E+03
  0.414331E+00  0.579941E+04  0.567554E+04  0.513219E+03  0.590052E+02 -0.438492E+03
  0.424331E+00  0.628655E+04  0.616492E+04  0.492323E+03  0.588792E+02 -0.426935E+03
  0.434331E+00  0.668933E+04  0.658209E+04  0.481317E+03  0.593706E+02 -0.423335E+03
  0.444331E+00  0.701450E+04  0.692077E+04  0.476879E+03  0.603996E+02 -0.426368E+03
  0.454331E+00  0.726654E+04  0.717895E+04  0.477584E+03  0.618470E+02 -0.434811E+03
  0.464331E+00  0.744748E+04  0.735790E+04  0.482606E+03  0.635888E+02 -0.447639E+03
  0.474331E+00  0.754529E+04  0.746174E+04  0.491862E+03  0.655108E+02 -0.464062E+03
  0.484331E+00  0.756699E+04  0.749562E+04  0.504218E+03  0.675335E+02 -0.483347E+03
  0.494331E+00  0.753309E+04  0.746627E+04  0.518465E+03  0.695905E+02 -0.504882E+03
  0.504331E+00  0.745025E+04  0.738184E+04  0.534192E+03  0.716212E+02 -0.528192E+03
  0.514331E+00  0.731532E+04  0.725080E+04  0.551286E+03  0.735860E+02 -0.552885E+03
  0.524331E+00  0.713550E+04  0.708142E+04  0.569326E+03  0.754689E+02 -0.578617E+03
  0.534331E+00  0.693144E+04  0.688216E+04  0.587666E+03  0.772535E+02 -0.605082E+03
  0.544331E+00  0.670889E+04  0.666091E+04  0.606116E+03  0.789272E+02 -0.632042E+03
