         501          50
  2.79319E-001  0.00000E+000
  2.79147E-001  1.05280E-002
  2.78588E-001  2.10369E-002
  2.77700E-001  3.15249E-002
  2.76568E-001  4.19904E-002
  2.75244E-001  5.24315E-002
  2.73703E-001  6.28458E-002
  2.72086E-001  7.32497E-002
  2.70847E-001  8.36947E-002
  2.70156E-001  9.41981E-002
  2.69720E-001  1.04722E-001
  2.69442E-001  1.15245E-001
  2.69474E-001  1.25763E-001
  2.69755E-001  1.36285E-001
  2.70064E-001  1.46821E-001
  2.70687E-001  1.57326E-001
  2.72177E-001  1.67730E-001
  2.74347E-001  1.78043E-001
  2.76679E-001  1.88314E-001
  2.79058E-001  1.98563E-001
  2.81515E-001  2.08796E-001
  2.83885E-001  2.19052E-001
  2.85978E-001  2.29366E-001
  2.87856E-001  2.39724E-001
  2.89620E-001  2.50102E-001
  2.91186E-001  2.60509E-001
  2.92452E-001  2.70958E-001
  2.93425E-001  2.81440E-001
  2.94141E-001  2.91941E-001
  2.94636E-001  3.02455E-001
  2.94950E-001  3.12976E-001
  2.95133E-001  3.23500E-001
  2.95235E-001  3.34024E-001
  2.95305E-001  3.44549E-001
  2.95393E-001  3.55074E-001
  2.95548E-001  3.65598E-001
  2.95814E-001  3.76120E-001
  2.96233E-001  3.86638E-001
  2.96848E-001  3.97146E-001
  2.97697E-001  4.07636E-001
  2.98796E-001  4.18105E-001
  3.00151E-001  4.28546E-001
  3.01845E-001  4.38934E-001
  3.03938E-001  4.49245E-001
  3.06200E-001  4.59528E-001
  3.08426E-001  4.69824E-001
  3.10970E-001  4.80031E-001
  3.14189E-001  4.90046E-001
  3.17834E-001  4.99931E-001
  3.21561E-001  5.09777E-001
  3.25269E-001  5.19625E-001
  3.28953E-001  5.29485E-001
  3.32778E-001  5.39290E-001
  3.36879E-001  5.48983E-001
  3.41020E-001  5.58660E-001
  3.44898E-001  5.68444E-001
  3.48518E-001  5.78329E-001
  3.51985E-001  5.88268E-001
  3.55332E-001  5.98246E-001
  3.58558E-001  6.08265E-001
  3.61649E-001  6.18326E-001
  3.64579E-001  6.28437E-001
  3.67284E-001  6.38609E-001
  3.69706E-001  6.48851E-001
  3.71928E-001  6.59140E-001
  3.74063E-001  6.69447E-001
  3.76126E-001  6.79768E-001
  3.78104E-001  6.90105E-001
  3.80010E-001  7.00457E-001
  3.81859E-001  7.10818E-001
  3.83649E-001  7.21190E-001
  3.85403E-001  7.31568E-001
  3.87236E-001  7.41933E-001
  3.89147E-001  7.52285E-001
  3.90841E-001  7.62670E-001
  3.92239E-001  7.73103E-001
  3.93752E-001  7.83518E-001
  3.95584E-001  7.93883E-001
  3.97527E-001  8.04229E-001
  3.99463E-001  8.14574E-001
  4.01425E-001  8.24916E-001
  4.03519E-001  8.35231E-001
  4.05905E-001  8.45481E-001
  4.08440E-001  8.55698E-001
  4.10737E-001  8.65968E-001
  4.12882E-001  8.76273E-001
  4.15333E-001  8.86509E-001
  4.18246E-001  8.96626E-001
  4.21552E-001  9.06621E-001
  4.24995E-001  9.16567E-001
  4.28245E-001  9.26576E-001
  4.31409E-001  9.36615E-001
  4.34869E-001  9.46557E-001
  4.38785E-001  9.56331E-001
  4.43158E-001  9.65906E-001
  4.47927E-001  9.75291E-001
  4.52985E-001  9.84524E-001
  4.58265E-001  9.93630E-001
  4.63739E-001  1.00262E+000
  4.69428E-001  1.01148E+000
  4.75429E-001  1.02013E+000
  4.81836E-001  1.02850E+000
  4.88698E-001  1.03649E+000
  4.96049E-001  1.04400E+000
  5.03877E-001  1.05103E+000
  5.12129E-001  1.05760E+000
  5.20752E-001  1.06378E+000
  5.29726E-001  1.06945E+000
  5.39055E-001  1.07443E+000
  5.48744E-001  1.07853E+000
  5.58792E-001  1.08157E+000
  5.69082E-001  1.08385E+000
  5.79430E-001  1.08590E+000
  5.89836E-001  1.08741E+000
  6.00342E-001  1.08786E+000
  6.10882E-001  1.08744E+000
  6.21371E-001  1.08644E+000
  6.31772E-001  1.08487E+000
  6.42075E-001  1.08274E+000
  6.52310E-001  1.08023E+000
  6.62463E-001  1.07741E+000
  6.72407E-001  1.07400E+000
  6.82088E-001  1.06988E+000
  6.91641E-001  1.06543E+000
  7.01159E-001  1.06092E+000
  7.10540E-001  1.05616E+000
  7.19696E-001  1.05098E+000
  7.28723E-001  1.04556E+000
  7.37741E-001  1.04012E+000
  7.46688E-001  1.03458E+000
  7.55434E-001  1.02873E+000
  7.63968E-001  1.02257E+000
  7.72381E-001  1.01623E+000
  7.80747E-001  1.00985E+000
  7.89097E-001  1.00344E+000
  7.97450E-001  9.97037E-001
  8.05764E-001  9.90581E-001
  8.13969E-001  9.83991E-001
  8.22053E-001  9.77250E-001
  8.30062E-001  9.70420E-001
  8.38042E-001  9.63555E-001
  8.45997E-001  9.56665E-001
  8.53926E-001  9.49743E-001
  8.61830E-001  9.42792E-001
  8.69719E-001  9.35826E-001
  8.77605E-001  9.28855E-001
  8.85487E-001  9.21879E-001
  8.93363E-001  9.14897E-001
  9.01244E-001  9.07920E-001
  9.09159E-001  9.00983E-001
  9.17136E-001  8.94117E-001
  9.25166E-001  8.87312E-001
  9.33225E-001  8.80542E-001
  9.41300E-001  8.73791E-001
  9.49383E-001  8.67050E-001
  9.57470E-001  8.60313E-001
  9.65566E-001  8.53588E-001
  9.73681E-001  8.46885E-001
  9.81817E-001  8.40208E-001
  9.89970E-001  8.33551E-001
  9.98133E-001  8.26907E-001
  1.00630E+000  8.20271E-001
  1.01447E+000  8.13634E-001
  1.02263E+000  8.06985E-001
  1.03076E+000  8.00302E-001
  1.03885E+000  7.93570E-001
  1.04689E+000  7.86779E-001
  1.05488E+000  7.79923E-001
  1.06280E+000  7.72995E-001
  1.07066E+000  7.65986E-001
