          50
  0.000000E+00  0.262382E+19
  0.509302E-03  0.261164E+19
  0.818729E-03  0.260433E+19
  0.118577E-02  0.259573E+19
  0.162825E-02  0.258548E+19
  0.213395E-02  0.257392E+19
  0.271395E-02  0.256085E+19
  0.332960E-02  0.254720E+19
  0.403997E-02  0.253172E+19
  0.478182E-02  0.251587E+19
  0.559437E-02  0.249885E+19
  0.644748E-02  0.248138E+19
  0.737138E-02  0.246287E+19
  0.832923E-02  0.244415E+19
  0.933603E-02  0.242494E+19
  0.104023E-01  0.240512E+19
  0.115045E-01  0.238517E+19
  0.126538E-01  0.236492E+19
  0.138370E-01  0.234465E+19
  0.150850E-01  0.232386E+19
  0.163560E-01  0.230328E+19
  0.176724E-01  0.228258E+19
  0.190429E-01  0.226163E+19
  0.204401E-01  0.224087E+19
  0.218856E-01  0.221996E+19
  0.233824E-01  0.219888E+19
  0.249208E-01  0.217771E+19
  0.264928E-01  0.215652E+19
  0.281242E-01  0.213486E+19
  0.298011E-01  0.211279E+19
  0.315032E-01  0.209036E+19
  0.332764E-01  0.206666E+19
  0.350787E-01  0.204182E+19
  0.369096E-01  0.201525E+19
  0.388014E-01  0.198563E+19
  0.407065E-01  0.195256E+19
  0.426433E-01  0.191424E+19
  0.446047E-01  0.186881E+19
  0.465685E-01  0.181439E+19
  0.485510E-01  0.174752E+19
  0.505242E-01  0.166574E+19
  0.524887E-01  0.156551E+19
  0.544319E-01  0.144413E+19
  0.563517E-01  0.129904E+19
  0.582367E-01  0.112957E+19
  0.600829E-01  0.935608E+18
  0.619004E-01  0.715131E+18
  0.636597E-01  0.468991E+18
  0.653969E-01  0.190082E+18
  0.664971E-01  0.000000E+00
