          63         117
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.745402370E-01 0.726533181E-01
 0.715111729E-01 0.707296893E-01 0.700741842E-01 0.694327878E-01 0.688396857E-01
 0.686784540E-01 0.687796793E-01 0.683801082E-01 0.674757870E-01 0.663679127E-01
 0.651708727E-01 0.639421960E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.743355230E-01 0.724171861E-01 0.709227112E-01 0.699463852E-01 0.693322128E-01
 0.688710182E-01 0.684582196E-01 0.681584998E-01 0.681846981E-01 0.683855585E-01
 0.683870109E-01 0.680380188E-01 0.675630698E-01 0.670105312E-01 0.663854495E-01
 0.658441293E-01 0.667778942E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.746198722E-01 0.726003857E-01 0.708493553E-01
 0.695902177E-01 0.687793648E-01 0.682822057E-01 0.679549629E-01 0.677069472E-01
 0.675527062E-01 0.676176726E-01 0.678011001E-01 0.679705738E-01 0.679787675E-01
 0.680114803E-01 0.680464606E-01 0.680324480E-01 0.682199737E-01 0.686928295E-01
 0.689729326E-01 0.689129826E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01
 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.664971440E-01 0.766909262E-01
